Unnamed: 0,status,reason,sourceSelectionTime,executionTime,runtime,numASKQueries,numSolutions,numAssignments,tpwss,query,workload,approach,run
0,ok,,0,731.238842010498,731.238842010498,0,0,0,0,q05-copy,rdfs,Fuseki,2
