Unnamed: 0,status,reason,sourceSelectionTime,executionTime,runtime,numASKQueries,numSolutions,numAssignments,tpwss,query,workload,approach,run
0,ok,,0,32.64284133911133,32.64284133911133,0,0,0,0,q10b,rdfs,Fuseki,2
