Unnamed: 0,status,reason,sourceSelectionTime,executionTime,runtime,numASKQueries,numSolutions,numAssignments,tpwss,query,workload,approach,run
0,ok,,0,120.98550796508788,120.98550796508788,0,0,0,0,q04f,rdfs,Fuseki,3
