Unnamed: 0,status,reason,sourceSelectionTime,executionTime,runtime,numASKQueries,numSolutions,numAssignments,tpwss,query,workload,approach,run
0,ok,,0,26.34549140930176,26.34549140930176,0,0,0,0,q01a,rdfs,Fuseki,1
