Unnamed: 0,status,reason,sourceSelectionTime,executionTime,runtime,numASKQueries,numSolutions,numAssignments,tpwss,query,workload,approach,run
0,ok,,0,39.8249626159668,39.8249626159668,0,0,0,0,q04j,rdfs,Fuseki,1
