Unnamed: 0,status,reason,sourceSelectionTime,executionTime,runtime,numASKQueries,numSolutions,numAssignments,tpwss,query,workload,approach,run
0,ok,,0,43.82014274597168,43.82014274597168,0,0,0,0,q02h,rdfs,Fuseki,3
