Unnamed: 0,status,reason,sourceSelectionTime,executionTime,runtime,numASKQueries,numSolutions,numAssignments,tpwss,query,workload,approach,run
0,ok,,0,43.23577880859375,43.23577880859375,0,0,0,0,q04c,rdfs,Fuseki,1
