Unnamed: 0,status,reason,sourceSelectionTime,executionTime,runtime,numASKQueries,numSolutions,numAssignments,tpwss,query,workload,approach,run
0,ok,,0,19.963979721069336,19.963979721069336,0,0,0,0,q08g,rdfs,Fuseki,2
