Unnamed: 0,status,reason,sourceSelectionTime,executionTime,runtime,numASKQueries,numSolutions,numAssignments,tpwss,query,workload,approach,run
0,ok,,0,44.03400421142578,44.03400421142578,0,0,0,0,q03i,rdfs,Fuseki,1
