Unnamed: 0,status,reason,sourceSelectionTime,executionTime,runtime,numASKQueries,numSolutions,numAssignments,tpwss,query,workload,run
0,ok,,0,427.2029399871826,427.2029399871826,0,0,0,0,q05,rdfs,1
