Unnamed: 0,status,reason,sourceSelectionTime,executionTime,runtime,numASKQueries,numSolutions,numAssignments,tpwss,query,workload,approach,run
0,ok,,0,21.273136138916016,21.273136138916016,0,0,0,0,q09d,rdfs,Fuseki,3
