Unnamed: 0,status,reason,sourceSelectionTime,executionTime,runtime,numASKQueries,numSolutions,numAssignments,tpwss,query,workload,run
0,ok,,0,589.7302627563477,589.7302627563477,0,0,0,0,q05,rdfs,3
