Unnamed: 0,status,reason,sourceSelectionTime,executionTime,runtime,numASKQueries,numSolutions,numAssignments,tpwss,query,workload,run
0,ok,,0,575.7043361663818,575.7043361663818,0,0,0,0,q05,rdfs,2
