Unnamed: 0,status,reason,sourceSelectionTime,executionTime,runtime,numASKQueries,numSolutions,numAssignments,tpwss,query,workload,approach,run
0,ok,,0,20.450353622436523,20.450353622436523,0,0,0,0,q01e,rdfs,Fuseki,1
