Unnamed: 0,status,reason,sourceSelectionTime,executionTime,runtime,numASKQueries,numSolutions,numAssignments,tpwss,query,workload,approach,run
0,ok,,0,59.525251388549805,59.525251388549805,0,0,0,0,q05c,rdfs,Fuseki,2
