Unnamed: 0,status,reason,sourceSelectionTime,executionTime,runtime,numASKQueries,numSolutions,numAssignments,tpwss,query,workload,approach,run
0,ok,,0,28.129100799560547,28.129100799560547,0,0,0,0,q08g,rdfs,Fuseki,3
