Unnamed: 0,status,reason,sourceSelectionTime,executionTime,runtime,numASKQueries,numSolutions,numAssignments,tpwss,query,workload,approach,run
0,ok,,0,23.20122718811035,23.20122718811035,0,0,0,0,q09f,rdfs,Fuseki,3
