Unnamed: 0,status,reason,sourceSelectionTime,executionTime,runtime,numASKQueries,numSolutions,numAssignments,tpwss,query,workload,approach,run
0,ok,,0,31.42023086547852,31.42023086547852,0,0,0,0,q07a,rdfs,Fuseki,1
