Unnamed: 0,status,reason,sourceSelectionTime,executionTime,runtime,numASKQueries,numSolutions,numAssignments,tpwss,query,workload,approach,run
0,ok,,0,17.597675323486328,17.597675323486328,0,0,0,0,q08b,rdfs,Fuseki,2
